File Path,Title,Purpose,Audience,Word Count,Quality Score,Action,Reason
"404.html","Page not found","Unknown","General",27,2.7,"KEEP","Error pages are necessary"
"410.html","410 - Gone","Unknown","General",69,2.7,"KEEP","Error pages are necessary"
"EMERGENCY_SALE_BUY_NOW.html","Buy Now - EFH Emergency Sale","Program Info","General",161,3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"READY_FOR_TRANSFER_index.html","Launch Your AI & Data Science Career | Elevate for Humanity","Program Info","Employers",441,4,"KEEP","High quality content, good scores across criteria"
"about/index.html","About Us | Elevate for Humanity","Program Info","General",31,3.4,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"about.html","About Elevate for Humanity | WIOA-Approved Workforce Development","Program Info","Veterans",675,4.1,"KEEP","High quality content, good scores across criteria"
"acc-style-landing.html","Train for Your Career in Tech & Trades | Elevate for Humanity","Program Info","General",1326,4,"KEEP","High quality content, good scores across criteria"
"account.html","No Title","Unknown","General",43,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"admin/admin-approvals-dashboard.html","EFH – Approvals Admin","Unknown","General",197,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"admin/admin-dashboard.html","Admin Dashboard | Elevate for Humanity | Reporting & Analytics","Enrollment","Employers",61,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"admin/audit-compliance.html","Audit Trail & Compliance Logging - DOL/DWD System","About/Info","General",453,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"admin-approvals-dashboard.html","EFH – Approvals Admin","Admin/Internal","General",274,2.7,"REMOVE","Internal/admin content not needed for public site"
"admin-dashboard.html","Admin Dashboard | Elevate for Humanity | Reporting & Analytics","Enrollment","Employers",61,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"app/index.html","Launch Your AI &amp; Data Science Career | Elevate for Humanity","Program Info","Employers",26,3.9,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"auth-login.html","EFH Secure Login","Admin/Internal","Employers",210,2.7,"REMOVE","Internal/admin content not needed for public site"
"bing-site-verification.html","Bing Site Verification - Elevate for Humanity","Unknown","General",36,2.9,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"blog.html","No Title","Unknown","Students",139,2.9,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"bnpl-frontend.html","Buy Now, Pay Later - EFH Programs","Unknown","General",32,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"buy-license.html","Buy Elevate License | Secure Checkout","Contact/Lead Gen","General",711,3.4,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"check-deployment.html","🚀 Deployment Status Check","Unknown","General",153,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"clean-professional.html","Elevate for Humanity - Workforce Development & Training","Program Info","Students",409,3.7,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"client/index.html","Elevate for Humanity · Workforce Development & Training Institute","Program Info","General",20,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"compliance.html","DOL/DWD Compliance Portal - Elevate for Humanity","Unknown","General",125,3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"connect.html","No Title","Unknown","General",2,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"contact/index.html","Contact Us | Elevate for Humanity","Enrollment","Students",325,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"contracts/index.html","Government Contracts | Elevate for Humanity","Program Info","Students",152,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"cost-tracking.html","Cost Tracking & Federal Funding - DOL/DWD Compliance","Program Info","General",453,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"demo-site.html","No Title","Unknown","General",75,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"digital-binder.html","Digital Binder | Student Progress Tracking | Elevate for Humanity","Enrollment","Students",477,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"docs/jsdoc/index.html","JSDoc: Home","Unknown","General",22,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"donate.html","Donate - Elevate for Humanity","Program Info","Students",224,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"ecosystem-status.html","Ecosystem Status - Where Are We At Now | Elevate for Humanity","Contact/Lead Gen","General",1866,3.4,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"elevate-store.html","Elevate Codebase Store - Licensed Student Portal Platform","Admin/Internal","Staff",408,2.7,"REMOVE","Internal/admin content not needed for public site"
"elevate_license_dashboard.html","Elevate License Portal","Unknown","General",240,2.9,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"eligibility-check.html","Check Your Eligibility | Free Training Programs | Elevate for Humanity","Enrollment","Employers",879,3.7,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"eligibility-verification.html","Eligibility Verification - DOL/DWD Compliance","Program Info","General",139,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"emergency-buy-now.html","🚨 EMERGENCY SALE - 72 HOURS ONLY - Elevate for Humanity","About/Info","General",363,3,"REMOVE","Emergency/sale content not appropriate for workforce development"
"employer-dashboard.html","Employer Partnership Dashboard - DOL/DWD Compliance","Contact/Lead Gen","Employers",570,3.1,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"employers/index.html","Employer Partners | Elevate for Humanity","Unknown","General",8,3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"enterprise-web-app/index.html","Enterprise Web App","Unknown","General",5,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"flash-sale-store.html","🔥 EMERGENCY FLASH SALE - 80% OFF Elevate Platform","Unknown","General",123,2.7,"REMOVE","Emergency/sale content not appropriate for workforce development"
"flash-sale-success.html","🎉 Flash Sale Purchase Complete - Elevate Platform","About/Info","General",327,3,"REMOVE","Emergency/sale content not appropriate for workforce development"
"fullsail-style-landing.html","Start Your Career in Tech & Trades | Elevate for Humanity","Enrollment","Students",954,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"funding-options.html","Funding Options & Eligibility | Elevate for Humanity","Enrollment","Veterans",479,3.9,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"google-analytics-setup.html","Google Analytics 4 Setup - Elevate for Humanity","Enrollment","Students",268,3.4,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"google-search-console-setup.html","Google Search Console Setup - Elevate for Humanity","Program Info","General",13,3.1,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"google-search-console-submit.html","Submit to Google - Elevate for Humanity","About/Info","General",145,2.9,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"google-site-verification.html","Google Site Verification - Elevate for Humanity","Unknown","General",35,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"government-services.html","Government Services | Elevate for Humanity VOSB","Contact/Lead Gen","General",618,3.4,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"healthcare-services.html","Healthcare Services | Serene Comfort Care | Selfish Inc. DBA Rise Foundation","Program Info","General",600,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"html-templates/base-template.html","No Title","Unknown","General",14,2.9,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"html-templates/compliance-pages.html","No Title","Enrollment","Students",195,3.1,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"html-templates/program-template.html","No Title","Enrollment","Students",106,3.1,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"hub.html","No Title","Veteran Services","Veterans",72,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"humanized-program-template.html","{{PROGRAM_NAME}} - Transform Your Career | Elevate for Humanity","Enrollment","General",53,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"iep-management.html","Individual Employment Plans (IEP) - DOL/DWD Compliance","Program Info","General",346,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"index-authentic.html","Elevate for Humanity | Elizabeth L. Greene Foundation | Workforce Development & Philanthropy","Program Info","General",753,3.9,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"index-ecosystem.html","Elevate for Humanity - Workforce Development Ecosystem","Program Info","Students",485,3.7,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"index-professional.html","DWL Government Contracting Ecosystem | WIOA • WRG • JRI • Work One","Program Info","Students",647,4,"KEEP","High quality content, good scores across criteria"
"index.html","Elevate for Humanity - WIOA-Approved Career Training","Program Info","Veterans",50,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"index.react.html","No Title","Unknown","General",1,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"kingdom-konnect.html","Welcome to Kingdom Konnect | Rise Foundation Ecosystem","Enrollment","General",372,3.4,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"license-dashboard.html","License Dashboard - Elevate Platform","Unknown","General",291,3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"license-demo.html","License System Demo - Elevate Platform","Unknown","General",456,2.9,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"live-professional.html","Elevate for Humanity - Professional Training Institute","Program Info","General",1024,3.4,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"live-site.html","Elevate for Humanity | Government Contracting & Philanthropy","Unknown","General",347,2.9,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"lms-advanced.html","Advanced Student Portal Platform | Better Than LearnWorlds | EFH","About/Info","Staff",795,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"lms-ecosystem-complete.html","Rise Foundation Student Portal Ecosystem - Complete Integration","Admin/Internal","General",212,3.1,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"lms.html","Online Learning Platform | AI & Data Science Student Portal | Student Dashboard | Elevate for Humanity","Veteran Services","Veterans",232,3.4,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"marketing-automation/blog-system.html","{{BLOG_TITLE}} | Elevate for Humanity Blog","Unknown","General",68,3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"merged-site.html","Elevate for Humanity - Workforce Development & Government Contracting","Enrollment","Students",754,3.9,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"monitor-dashboard.html","EFH System Monitor Dashboard","Enrollment","Students",714,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"netlify-ready/index.html","Free Career Training in Indiana | Elevate for Humanity","Program Info","Employers",11,3.4,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"new-ecosysstem/public/index.html","New Ecosystem","Unknown","General",4,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"operational-agreements.html","Operational Agreements | Selfish Inc. DBA Rise Foundation","Unknown","General",635,3.1,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"partner-marketplace.html","Partner Program Marketplace | Elevate for Humanity","Enrollment","Employers",657,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"partners.html","EFH • Partners","Program Info","Employers",84,3.1,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"pay.html","Payment & Enrollment | Elevate for Humanity","Enrollment","Students",481,3.7,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"performance-tracking.html","Performance Tracking - DOL/DWD Compliance","Enrollment","Students",430,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"pirl-reporting.html","PIRL Reporting - DOL/DWD Federal Compliance","About/Info","General",423,3.1,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"policies/accessibility.html","Accessibility Statement | Elevate for Humanity","Program Info","Employers",511,3.4,"KEEP","Compliance pages are required"
"policies/eo.html","Equal Opportunity Is the Law | Elevate for Humanity","Program Info","Employers",596,3.7,"KEEP","Compliance pages are required"
"policies/grievance.html","WIOA Grievance & Discrimination Complaints | Elevate for Humanity","Program Info","Employers",621,3.7,"KEEP","Compliance pages are required"
"policies/veterans.html","Priority of Service for Veterans | Elevate for Humanity","Program Info","Veterans",152,3.3,"KEEP","Compliance pages are required"
"privacy-policy.html","Privacy Policy | Elevate for Humanity","Enrollment","Students",331,3.4,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"professional-site.html","Elevate for Humanity | Veteran-Owned Government Contractor","Program Info","General",687,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"programs/apprenticeships.html","Workforce Training (ETPL/WIOA) — Approved Programs | Elevate for Humanity Career & Technical Institute","Program Info","General",135,3.7,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"programs/cloud-computing/index.html","Cloud Computing Training Program | Elevate for Humanity","Enrollment","Students",314,3.7,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"programs/cybersecurity/index.html","Cybersecurity Training Program | Elevate for Humanity","Enrollment","Students",144,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"programs/index.html","Programs | Elevate for Humanity","Enrollment","Employers",224,3.7,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"programs.html","No Title","Enrollment","Employers",90,3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"protected-site.html","Protected Site - Elevate for Humanity","Enrollment","Employers",104,3.1,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"public/academic-calendar.html","Academic Calendar | Elevate for Humanity","Enrollment","Students",50,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"public/app/index.html","Elevate for Humanity · Workforce Development & Training Institute","Program Info","General",20,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"public/apply.html","Apply | Elevate for Humanity","Enrollment","General",48,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"public/donate.html","Donate | Elevate for Humanity","Unknown","General",30,2.9,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"public/employers.html","Employers | Elevate for Humanity","Program Info","Employers",71,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"public/federal-apprenticeships.html","Federal Apprenticeships | Elevate for Humanity","Program Info","General",57,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"public/index.html","Elevate for Humanity | Indiana Workforce Training","Program Info","General",232,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"public/pay.html","Enroll Now | Federally-Funded Training Programs","Enrollment","Students",40,3.7,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"public/search.html","Search | Elevate for Humanity","Program Info","General",48,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"quick-deploy.html","Elevate for Humanity - LIVE NOW","Contact/Lead Gen","General",165,2.9,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"redesigned-homepage.html","Free Career Training in Indiana | Elevate for Humanity","Program Info","Employers",23,3.4,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"refund-policy.html","Refund Policy | Elevate for Humanity","Enrollment","Students",368,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"revenue-tracking-dashboard.html","EFH Revenue Tracking Dashboard","Unknown","General",157,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"rise-forward.html","Rise Forward • Community-Focused Nonprofit","Program Info","General",86,3.1,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"seo-audit/enhanced-meta-tags.html","Free Job Training Indiana | WIOA & Workforce Ready Grants | Elevate for Humanity","Program Info","Employers",27,3.9,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"seo-audit.html","SEO Audit Results | Elevate for Humanity","About/Info","General",351,3.1,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"serene-comfort-care.html","Serene Comfort Care | Care with Compassion | Rise Foundation Ecosystem","Enrollment","General",395,3.4,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"server/server/output/federal-contract-contract-form.html","Federal Contract Proposal - Elevate for Humanity","Unknown","General",124,2.9,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"server/server/output/federal-contractor-badge.html","No Title","Unknown","General",49,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"shared/account-drawer.html","No Title","Unknown","General",1,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"shared/navigation.html","No Title","Program Info","Students",288,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"sister-sites-health-check.html","Sister Sites Health Check | Rise Foundation Ecosystem","Contact/Lead Gen","General",183,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"sister-sites.html","Sister Sites | Selfish Inc. DBA Rise Foundation Ecosystem","Admin/Internal","Employers",565,3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"sitemap.html","Sitemap | Elevate for Humanity","Program Info","General",42,3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"sites/blog/index.html","Blog | Elevate for Humanity","Unknown","General",7,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"sites/marketing/404.html","Page not found","Unknown","General",27,2.7,"KEEP","Error pages are necessary"
"sites/marketing/410.html","410 - Gone","Unknown","General",69,2.7,"KEEP","Error pages are necessary"
"sites/marketing/about/index.html","About Us | Elevate for Humanity","Program Info","General",31,3.4,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"sites/marketing/contact/index.html","Contact Us | Elevate for Humanity","Enrollment","Students",325,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"sites/marketing/employers/index.html","Employer Partners | Elevate for Humanity","Unknown","General",8,3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"sites/marketing/index.html","Career Training Programs | Elevate for Humanity","Program Info","General",548,3.7,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"sites/marketing/programs/apprenticeships.html","Workforce Training (ETPL/WIOA) — Approved Programs | Elevate for Humanity Career & Technical Institute","Program Info","General",135,3.7,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"sites/marketing/programs/cloud-computing/index.html","Cloud Computing Training Program | Elevate for Humanity","Enrollment","Students",314,3.7,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"sites/marketing/programs/cybersecurity/index.html","Cybersecurity Training Program | Elevate for Humanity","Enrollment","Students",144,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"sites/marketing/programs/index.html","Programs | Elevate for Humanity","Enrollment","Employers",224,3.7,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"sites/marketing/sitemap.html","Sitemap | Elevate for Humanity","Program Info","General",42,3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"sites/programs/index.html","Program Resources | Elevate for Humanity","Unknown","General",15,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"skills-assessment.html","Skills Assessment - DOL/DWD Compliance","Program Info","General",383,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"src/dashboard/elevate-brain.html","Elevate Brain - Internal Operations Dashboard","Unknown","General",399,2.9,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"src/dashboard/license-manager.html","🔐 Elevate License Manager Dashboard","Unknown","General",626,2.9,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"src/lms/advanced-video-player.html","Advanced Video Player - Superior to LearnWorlds","About/Info","General",776,3.3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"src/lms/course-builder-ui.html","AI Course Builder - Superior to LearnWorlds","Enrollment","Students",856,3.1,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"student-acquisition.html","Start Your Career Transformation Today | Elevate For Humanity","Enrollment","Students",225,3.7,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"student-dashboard.html","Student Dashboard | Elevate For Humanity","Admin/Internal","Students",186,2.6,"REMOVE","Internal/admin content not needed for public site"
"student-outcomes.html","Student Outcomes & Performance Data | Elevate for Humanity","Program Info","Students",548,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"student-portal.html","Student Portal - Elevate for Humanity","Enrollment","Veterans",470,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"students/index.html","Student Portal | Elevate for Humanity","Enrollment","Students",345,3.7,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"subscription-frontend.html","Choose Your Learning Plan | EFH","Unknown","General",171,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"success.html","Purchase Successful | Elevate for Humanity","Program Info","Students",419,3.6,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"test.html","Test Page","Unknown","General",51,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"thank-you.html","Thank You - Elevate for Humanity","Enrollment","Students",369,3.4,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"ui/footer.html","No Title","Program Info","General",31,3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"ui/header.html","No Title","Program Info","General",15,3,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"urban-build-crew.html","Urban Build Crew | Urban Workforce Training | Rise Foundation Ecosystem","Enrollment","General",387,3.7,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"
"user-dashboard.html","User Dashboard - EFH","Unknown","General",26,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"veterans.html","Veterans Services | Priority of Service | Elevate for Humanity","Enrollment","Veterans",738,4,"KEEP","High quality content, good scores across criteria"
"vite-react-supabase-app/index.html","Elevate for Humanity","Unknown","General",5,2.9,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"vite-react-supabase-app/public/index.html","Vite React Supabase App","Unknown","General",6,2.7,"REWRITE/ENHANCE","Significant improvements needed across multiple criteria"
"working-demo.html","Elevate for Humanity - Programs Demo","Enrollment","Students",417,3.1,"REWRITE/ENHANCE","Good foundation but needs improvement in clarity, completeness, or CTAs"